"numcas"                                         ;"nomsa"                                 ;"natureetude"         ;"DL50/CL50" ;"valeur"         ;"unite" ;"espece"  ;"sexe"
"1698-60-8"                                          ;"chloridazone"                           ;"Toxicite aigue VO"         ;"DL50"      ;"> 3830"         ;"mg/kg" ;"rat"     ;"M"
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue cutanee"    ;"DL50"      ;">4000"          ;"mg/kg" ;"rat"     ;"MF"
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue cutanee"    ;"DL50"      ;"232"            ;"mg/kg" ;"lapin"   ;""
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue cutanee"    ;"DL50"      ;"964"            ;"mg/kg" ;"lapin"   ;"MF"
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue inhalation" ;"CL50"      ;">5.2"           ;"mg/L"  ;"rat"     ;""
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue VO"         ;"DL50"      ;"115"            ;"mg/kg" ;"lapin"   ;""
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue VO"         ;"DL50"      ;"520"            ;"mg/kg" ;"rat"     ;""
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue VO"         ;"DL50"      ;"<50"            ;"mg/kg" ;"chien"   ;""
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue VO"         ;"DL50"      ;"589"            ;"mg/kg" ;"souris"  ;"MF"
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue VO"         ;"DL50"      ;"544"            ;"mg/kg" ;"souris"  ;""
"999-81-5"                                           ;"chlormequat chloride"                   ;"Toxicite aigue VO"         ;"DL50"      ;"883"            ;"mg/kg" ;"rat"     ;"MF"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue inhalation" ;"CL50"      ;"> 0,23"         ;"mg/L"  ;"rat"     ;"MF"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue VO"         ;"DL50"      ;"71"             ;"mg/kg" ;"souris"  ;"M"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue VO"         ;"DL50"      ;"64"             ;"mg/kg" ;"souris"  ;"F"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue VO"         ;"DL50"      ;"264"            ;"mg/kg" ;"rat"     ;"M"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue VO"         ;"DL50"      ;"100"            ;"mg/kg" ;"rat"     ;"MF"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue VO"         ;"DL50"      ;"141"            ;"mg/kg" ;"rat"     ;"F"
"2921-88-2"                                          ;"chlorpyriphos-ethyl"                    ;"Toxicite aigue VO"         ;"DL50"      ;"223"            ;"mg/kg" ;"rat"     ;"MF"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue inhalation" ;"CL50"      ;"> 0.67"         ;"mg/L"  ;"rat"     ;"MF"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"2500"           ;"mg/kg" ;"rat"     ;"F"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"3223"           ;"mg/kg" ;"souris"  ;"M"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"2680"           ;"mg/kg" ;"rat"     ;"M"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"3069"           ;"mg/kg" ;"rat"     ;"F"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"5598-13-0"                                          ;"chlorpyriphos-methyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"2546"           ;"mg/kg" ;"souris"  ;"F"
"64902-72-3"                                         ;"chlorsulfuron"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">3400"          ;"mg/kg" ;"lapin"   ;"M"
"64902-72-3"                                         ;"chlorsulfuron"                          ;"Toxicite aigue inhalation" ;"CL50"      ;">5.9"           ;"mg/L"  ;"rat"     ;"MF"
"64902-72-3"                                         ;"chlorsulfuron"                          ;"Toxicite aigue VO"         ;"DL50"      ;"6293"           ;"mg/kg" ;"rat"     ;"F"
"64902-72-3"                                         ;"chlorsulfuron"                          ;"Toxicite aigue VO"         ;"DL50"      ;"5545"           ;"mg/kg" ;"rat"     ;"M"
"64902-72-3"                                         ;"chlorsulfuron"                          ;"Toxicite aigue VO"         ;"DL50"      ;"1363"           ;"mg/kg" ;"cobaye"  ;"M"
"15545-48-9"                                         ;"chlortoluron"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"15545-48-9"                                         ;"chlortoluron"                           ;"Toxicite aigue inhalation" ;"CL50"      ;">5.3"           ;"mg/L"  ;"rat"     ;""
"15545-48-9"                                         ;"chlortoluron"                           ;"Toxicite aigue VO"         ;"DL50"      ;">10000"         ;"mg/kg" ;"rat"     ;""
"143807-66-3"                                        ;"chromafenozide"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"rat"     ;"MF"
"143807-66-3"                                        ;"chromafenozide"                         ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 2000"         ;"mg/kg" ;"lapin"   ;"MF"
"143807-66-3"                                        ;"chromafenozide"                         ;"Toxicite aigue inhalation" ;"CL50"      ;"> 4,68"         ;"mg/L"  ;"rat"     ;"MF"
"143807-66-3"                                        ;"chromafenozide"                         ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"souris"  ;"MF"
"143807-66-3"                                        ;"chromafenozide"                         ;"Toxicite aigue VO"         ;"DL50"      ;"> 5000"         ;"mg/kg" ;"rat"     ;"MF"
"99129-21-2"                                         ;"clethodim"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;"> 4167"         ;"mg/kg" ;"lapin"   ;"MF"
"99129-21-2"                                         ;"clethodim"                              ;"Toxicite aigue inhalation" ;"CL50"      ;"> 3.25"         ;"mg/L"  ;"rat"     ;"MF"
"99129-21-2"                                         ;"clethodim"                              ;"Toxicite aigue VO"         ;"DL50"      ;"1133"           ;"mg/kg" ;"rat"     ;"F"
"99129-21-2"                                         ;"clethodim"                              ;"Toxicite aigue VO"         ;"DL50"      ;"1358"           ;"mg/kg" ;"rat"     ;"M"
"105512-06-9"                                        ;"clodinafop-propargyl"                   ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;""
"105512-06-9"                                        ;"clodinafop-propargyl"                   ;"Toxicite aigue inhalation" ;"CL50"      ;">2.3"           ;"mg/L"  ;"rat"     ;""
"105512-06-9"                                        ;"clodinafop-propargyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"1392"           ;"mg/kg" ;"rat"     ;"M"
"105512-06-9"                                        ;"clodinafop-propargyl"                   ;"Toxicite aigue VO"         ;"DL50"      ;"2271"           ;"mg/kg" ;"rat"     ;"F"
"74115-24-5"                                         ;"clofentezine"                           ;"Toxicite aigue cutanee"    ;"DL50"      ;">2100"          ;"mg/kg" ;"rat"     ;"MF"
"74115-24-5"                                         ;"clofentezine"                           ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"chien"   ;"MF"
"74115-24-5"                                         ;"clofentezine"                           ;"Toxicite aigue VO"         ;"DL50"      ;">1500"          ;"mg/kg" ;"cobaye"  ;"F"
"74115-24-5"                                         ;"clofentezine"                           ;"Toxicite aigue VO"         ;"DL50"      ;">3200"          ;"mg/kg" ;"hamster" ;"MF"
"74115-24-5"                                         ;"clofentezine"                           ;"Toxicite aigue VO"         ;"DL50"      ;">5200"          ;"mg/kg" ;"rat"     ;"MF"
"74115-24-5"                                         ;"clofentezine"                           ;"Toxicite aigue VO"         ;"DL50"      ;">5200"          ;"mg/kg" ;"souris"  ;"MF"
"81777-89-1"                                         ;"clomazone"                              ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;"MF"
"81777-89-1"                                         ;"clomazone"                              ;"Toxicite aigue inhalation" ;"CL50"      ;"4.85"           ;"mg/L"  ;"rat"     ;"MF"
"81777-89-1"                                         ;"clomazone"                              ;"Toxicite aigue VO"         ;"DL50"      ;"2077"           ;"mg/kg" ;"rat"     ;"M"
"81777-89-1"                                         ;"clomazone"                              ;"Toxicite aigue VO"         ;"DL50"      ;"1369"           ;"mg/kg" ;"rat"     ;"F"
"1702-17-6"                                          ;"clopyralid"                             ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;""
"1702-17-6"                                          ;"clopyralid"                             ;"Toxicite aigue inhalation" ;"CL50"      ;">1"             ;"mg/L"  ;"rat"     ;""
"1702-17-6"                                          ;"clopyralid"                             ;"Toxicite aigue VO"         ;"DL50"      ;">5000"          ;"mg/kg" ;"rat"     ;""
"99607-70-2"                                         ;"cloquintocet-mexyl"                     ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"99607-70-2"                                         ;"cloquintocet-mexyl"                     ;"Toxicite aigue inhalation" ;"CL50"      ;">0.935"         ;"mg/L"  ;"rat"     ;"MF"
"99607-70-2"                                         ;"cloquintocet-mexyl"                     ;"Toxicite aigue VO"         ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"210880-92-5"                                        ;"clothianidine"                          ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"lapin"   ;""
"210880-92-5"                                        ;"clothianidine"                          ;"Toxicite aigue inhalation" ;"CL50"      ;">5.54"          ;"mg/L"  ;"rat"     ;""
"210880-92-5"                                        ;"clothianidine"                          ;"Toxicite aigue VO"         ;"DL50"      ;"500"            ;"mg/kg" ;"rat"     ;""
"8011-63-0"                                          ;"cuivre de la bouillie bordelaise"       ;"Toxicite aigue cutanee"    ;"DL50"      ;">2000"          ;"mg/kg" ;"rat"     ;"MF"
"8011-63-0"                                          ;"cuivre de la bouillie bordelaise"       ;"Toxicite aigue inhalation" ;"CL50"      ;"1,97"           ;"mg/L"  ;"rat"     ;"M"
"8011-63-0"                                          ;"cuivre de la bouillie bordelaise"       ;"Toxicite aigue inhalation" ;"CL50"      ;"3,98"           ;"mg/L"  ;"rat"     ;"M"
